time,bda_vert_size,bda_vert_size_user_setpoint,tetramm_1_current_1,ring_current
1743273939.1823027,1.1582400000000002,1.158,691.6433482426256,109.0183028917443
1743273941.5727284,1.15921,1.159,695.8354337147182,108.98623131326228
1743273944.062126,1.16022,1.16,696.8005596854832,108.93591341070176
1743273946.374252,1.16127,1.161,696.4548616480268,109.22655350043726
1743273948.757409,1.16222,1.162,699.377649439681,109.17785380658329
1743273951.145825,1.16321,1.163,699.7549213124769,109.14552495004972
1743273953.4720323,1.16433,1.164,699.2572987757147,109.1130419935744
1743273955.8594167,1.1652,1.165,705.4605571044636,109.36556476008742
1743273958.3817081,1.16633,1.166,703.9363629812614,109.33278583892742
1743273960.8741405,1.16724,1.167,704.6192076601114,109.28331355779231
1743273963.3679218,1.16823,1.168,706.5154664763012,109.250515275901
1743273965.7493498,1.16924,1.169,708.2439846735925,109.21312601875877
1743273968.2389565,1.17022,1.17,708.493601527703,109.18012635144552
1743273970.5259283,1.17124,1.171,710.6956730228926,109.14739400074103
1743273973.0168397,1.1722400000000002,1.172,709.8903128639732,109.09811599200788
1743273975.434873,1.1732900000000002,1.173,713.918891698164,109.45417926190308
1743273977.8313985,1.17422,1.174,717.2605867506501,109.40499005462821
1743273980.2122805,1.1752200000000002,1.175,714.6549103987409,109.37124720313331
1743273982.6398907,1.17632,1.176,716.8084873315361,109.32259983142416
1743273985.020215,1.1772,1.177,717.4324350075233,109.64331208252241
1743273987.344699,1.17833,1.178,720.2483410756729,109.6102407557451
1743273989.4088726,1.1792,1.179,722.1691217605404,109.57683474473487
1743273991.7940526,1.1802100000000002,1.18,722.4231731353892,109.52727432339456
1743273994.070972,1.1811900000000002,1.181,725.0043595023492,109.49480211977757
1743273996.3460257,1.1822000000000001,1.182,726.7899111429908,109.79849139807705
1743273998.6262684,1.1832,1.1829999999999998,728.6032820858824,109.7488227545704
1743274001.0414762,1.18426,1.184,728.6312012110419,109.71580587270131
1743274003.426599,1.18521,1.185,728.9207195144592,109.6823812167418
1743274005.919339,1.1862000000000001,1.186,732.5304590269884,109.93040195650232
1743274008.0923882,1.18717,1.1869999999999998,733.7856950870962,109.89712207507061
1743274010.3657663,1.1881700000000002,1.188,733.7282447713837,109.86487057285083
1743274012.6414587,1.1891800000000001,1.189,735.8417548766314,109.81478195053656
1743274014.8523848,1.19026,1.19,734.7968328607707,110.1113003694912
1743274016.940702,1.1913,1.1909999999999998,737.3456030062811,110.07743780536251
1743274019.1161926,1.1921400000000002,1.192,738.1035556295205,110.0449061013599
1743274021.496583,1.1931800000000001,1.193,740.518191802958,110.01228982669588
1743274023.881999,1.19416,1.194,741.0763967107624,109.96245923402455
1743274026.373634,1.1951800000000001,1.1949999999999998,743.4319591799,110.3019898861891
1743274028.54518,1.19618,1.196,745.7987950815804,110.26842331752187
1743274030.92904,1.1971900000000002,1.197,746.2563722452637,110.21911726676075
1743274033.2388525,1.19829,1.198,744.9708815020351,110.18580729462026
1743274035.5146155,1.19917,1.1989999999999998,747.8267036204527,110.45747171334779
1743274037.9287064,1.20028,1.2,747.557349543514,110.40735222632055
